x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,value,Timestamp
1,1,1,1,3,3,1,2,1,1,3,3,2,3,0,2,2,2,0,0,0,0,0,2,0,1,0,0,0,3,3,1,1,2,1,0,3,3,0,3,1,0,2,3,3,3,2,0,2,0,3,0,2,0,0,3,3,0,0,1,3,0,1,2,1,1,0,0,1,1,0,1,-34.79549200127055,4969
3,0,3,1,1,1,1,2,1,0,1,3,1,1,2,2,3,0,0,3,2,3,0,1,3,3,0,2,2,3,3,1,0,2,0,1,3,2,3,1,1,2,1,1,0,3,0,0,3,1,1,3,1,1,1,0,3,2,1,1,2,3,0,1,2,3,0,3,3,1,3,1,-46.59175748891814,5020
2,2,2,2,2,1,1,1,2,1,3,1,3,0,0,1,3,0,1,3,3,1,3,3,1,2,1,1,1,1,1,0,1,1,1,1,1,3,0,0,2,2,3,1,1,0,3,2,2,0,1,3,2,0,1,0,1,3,3,3,3,3,2,2,1,1,1,3,1,1,3,1,-46.6673379666677,5073
2,3,3,0,2,0,0,0,1,2,1,2,2,1,1,2,3,0,2,3,1,0,3,1,0,1,2,3,1,1,0,0,2,0,3,3,0,1,0,2,0,3,1,0,0,3,1,2,0,1,2,2,3,1,2,3,1,2,3,3,0,3,3,2,2,2,3,1,0,3,0,2,-36.04098259345094,5122
0,2,0,3,0,0,2,0,1,2,1,0,0,0,2,2,3,0,3,2,1,0,2,0,2,1,0,2,2,1,3,1,3,1,0,1,3,0,3,2,1,3,1,3,1,1,1,3,2,0,0,1,0,2,0,2,3,1,3,3,2,3,3,0,1,0,1,1,2,3,0,3,-61.13887303462228,5171
2,1,1,3,0,0,2,1,0,3,1,0,1,1,3,0,2,1,2,1,3,3,0,3,3,1,1,0,2,0,2,2,2,3,3,0,2,1,0,2,3,3,3,1,0,2,0,1,3,2,3,1,3,3,2,3,0,1,2,0,3,1,0,3,2,2,2,1,1,0,1,2,-35.82297807963759,5300
1,3,3,3,3,2,3,2,0,0,3,1,3,0,1,0,2,2,0,3,2,2,0,2,2,3,3,2,3,1,1,1,1,1,0,1,3,1,2,1,1,2,2,0,0,1,0,3,3,0,3,2,3,2,3,0,0,1,2,1,1,1,3,1,2,1,3,3,2,0,3,1,-44.18611489779488,5355
2,3,2,3,0,3,3,2,2,0,3,2,2,3,2,3,0,2,3,0,2,2,3,1,1,2,1,1,0,3,0,0,1,0,1,3,3,2,3,1,3,2,2,0,2,1,1,3,3,2,0,3,0,0,0,0,1,2,1,0,1,2,3,0,2,3,0,3,1,3,0,3,-46.41519672707502,5409
2,1,3,2,2,1,1,0,0,2,2,2,1,0,1,3,0,1,3,3,0,0,2,2,3,3,1,0,1,3,2,2,0,2,0,0,0,1,1,0,2,0,1,2,0,0,1,3,2,3,3,2,1,3,1,2,1,1,2,0,3,1,0,3,0,1,0,2,3,0,0,2,-46.53189925023547,5457
0,0,0,2,1,1,1,3,3,2,0,1,0,1,0,3,0,0,2,3,3,3,0,2,2,1,2,3,3,3,1,3,1,2,1,3,2,3,3,2,3,1,3,1,3,3,1,0,1,1,3,0,0,3,0,3,1,0,3,1,2,1,1,3,0,3,1,3,0,2,3,1,-59.22851474122341,5508
0,1,0,0,1,3,3,1,0,1,3,1,3,3,2,3,0,0,3,0,2,0,2,1,3,0,3,1,2,1,3,0,1,1,0,3,0,2,0,0,0,1,1,3,3,3,1,3,2,0,1,2,3,2,2,0,3,0,0,1,0,1,0,3,3,2,3,1,1,0,3,0,-59.49993033706146,5559
0,3,2,3,1,3,2,3,0,0,1,3,3,3,1,0,0,1,3,0,3,2,3,3,2,0,2,2,1,0,0,1,2,3,2,1,2,1,0,1,0,1,1,2,2,2,3,1,0,1,3,3,1,1,2,3,1,3,0,3,3,3,0,0,3,0,2,0,3,1,1,2,-34.487545545530324,5611
3,1,1,0,3,2,2,2,2,3,3,1,3,3,0,1,0,0,3,1,3,0,3,3,2,2,1,3,2,0,3,3,1,0,1,1,2,3,3,2,2,3,2,3,1,2,1,2,0,3,2,2,3,0,2,2,3,0,1,0,2,1,1,2,0,2,2,2,2,1,3,2,-48.69818781616091,5662
3,3,0,3,0,2,2,3,2,3,3,3,2,2,0,2,3,3,2,2,1,2,3,2,0,3,0,1,0,3,1,2,1,1,0,3,1,0,2,1,1,1,3,0,2,1,2,1,3,1,0,0,0,2,0,3,2,0,2,1,3,3,3,1,1,0,2,2,0,3,3,1,-46.67243584097999,5717
2,1,3,1,2,1,0,0,1,3,2,0,0,3,1,1,3,3,3,0,0,3,2,2,0,2,2,3,0,0,3,0,3,1,3,2,3,1,1,2,2,3,1,2,1,1,0,3,2,0,2,2,1,0,2,3,3,0,2,0,3,0,3,1,0,1,1,3,0,2,2,3,-58.08793141818648,5842
3,3,3,2,1,2,1,2,2,2,3,0,0,2,2,1,2,0,2,1,3,1,3,2,3,2,2,2,1,0,1,0,0,3,2,3,1,3,2,1,0,3,2,3,0,1,1,0,1,3,0,2,1,2,2,3,1,2,2,3,3,2,0,0,0,2,1,1,3,2,0,3,-46.71577436203547,5894
3,2,2,3,2,0,3,2,2,3,3,1,1,2,3,2,3,2,2,2,2,3,0,3,3,2,1,0,3,2,1,2,2,0,2,0,0,3,1,3,1,0,3,3,1,1,2,3,0,1,1,0,0,0,0,2,2,2,2,1,3,0,1,0,3,2,3,1,0,1,3,2,-46.71541961788192,5947
1,2,2,0,3,3,1,0,1,2,1,2,1,2,3,1,2,3,2,0,2,3,1,2,3,0,2,2,1,1,2,2,3,2,0,3,2,1,2,2,1,3,0,1,0,3,1,2,3,3,0,0,0,0,0,1,0,0,3,0,2,3,2,1,3,0,1,0,2,2,1,1,-47.70616076528032,5997
1,1,3,2,1,2,2,3,3,3,3,2,3,0,0,1,3,2,3,0,3,3,2,0,0,0,3,2,2,0,0,2,3,3,0,0,0,3,0,3,3,0,2,2,2,1,0,1,1,2,0,2,0,2,3,0,0,2,3,2,3,3,2,3,3,3,0,0,2,2,0,3,-47.32308213342338,6046
2,1,3,2,3,3,2,3,0,3,2,3,0,3,1,2,3,2,1,3,0,0,3,3,2,3,2,0,0,3,2,2,1,3,0,3,3,3,0,2,3,1,2,2,1,3,0,2,1,0,3,1,2,1,0,1,1,2,3,3,2,3,2,1,2,3,0,2,2,2,2,0,-46.74948814624708,6098
3,1,0,3,1,2,3,2,3,3,1,2,2,1,1,3,1,2,0,2,0,0,3,0,1,2,2,1,1,0,1,0,3,3,2,0,0,2,3,0,0,2,0,3,2,3,3,1,1,1,0,2,2,1,0,2,2,3,3,3,0,2,3,3,1,1,2,0,2,1,2,1,-46.71634712013098,6154
0,0,2,2,0,2,2,1,1,1,3,2,3,2,0,3,2,1,0,3,2,1,3,2,3,0,1,0,3,3,0,3,3,2,1,0,1,2,1,0,3,3,3,1,1,1,0,0,2,3,2,0,1,1,3,0,0,1,2,2,3,2,2,1,1,3,0,1,0,3,3,1,-47.00774398864295,6202
2,3,3,0,3,0,1,2,0,0,2,2,2,1,0,1,2,3,2,1,3,1,2,1,0,0,1,1,3,1,1,3,3,3,0,3,1,3,2,0,0,3,1,0,0,1,3,0,3,3,0,2,3,1,1,2,3,3,0,0,2,3,3,1,1,1,1,0,1,2,2,3,-46.53375283813031,6255
2,0,0,3,2,0,1,2,0,1,2,1,2,1,1,0,0,1,3,2,2,2,1,3,2,1,0,1,2,1,0,0,1,3,2,3,1,3,3,2,0,0,3,1,0,3,3,0,0,3,2,1,0,0,2,1,0,1,0,2,3,1,0,0,3,0,1,3,0,2,3,3,-59.09995741723607,6303
2,1,1,2,1,1,3,2,1,0,0,3,1,0,3,1,0,0,2,1,2,0,0,2,3,1,0,2,3,0,2,1,1,1,0,2,0,0,0,1,2,1,3,3,1,3,3,0,0,2,0,1,0,0,1,0,0,2,3,2,3,0,2,3,3,3,1,0,1,1,3,3,-47.911688900362186,6430
3,1,0,3,1,0,0,2,1,1,3,0,1,1,1,1,0,2,2,2,0,1,2,3,3,3,1,1,1,0,0,0,3,2,3,0,2,3,2,0,1,0,1,2,2,2,0,0,3,0,1,2,2,3,1,0,1,0,1,2,1,0,3,0,0,0,2,1,2,3,3,1,-45.31902831054963,6479
1,1,3,0,3,2,0,1,2,1,1,1,0,0,2,1,0,1,1,3,3,1,0,3,3,0,2,2,1,0,2,2,1,1,0,0,0,1,0,2,1,0,1,0,1,0,0,1,0,0,3,3,2,1,2,1,3,0,0,3,1,0,0,0,1,0,3,1,0,0,2,1,-46.748532200834546,6528
0,2,0,3,3,0,1,0,0,3,1,0,2,3,3,1,2,0,0,3,0,2,3,1,3,3,1,2,2,0,2,2,1,2,0,1,2,0,3,3,1,2,0,0,1,0,1,0,2,1,1,0,2,2,0,2,3,1,0,2,2,3,3,1,1,1,0,0,0,0,2,3,-44.94260946764038,6576
1,3,0,2,3,2,3,2,2,1,1,3,3,2,1,0,1,0,0,2,0,3,2,2,0,0,3,3,0,0,1,3,2,3,0,3,3,0,0,2,3,3,0,3,2,3,1,1,3,3,2,1,2,2,0,2,2,3,3,2,0,2,0,2,0,2,0,3,3,0,3,2,-44.3686576654551,6625
1,1,3,1,0,3,3,3,1,1,3,1,0,3,2,0,0,2,3,2,0,1,3,3,3,3,3,3,0,3,2,0,3,2,3,1,0,0,1,1,3,2,2,2,3,2,2,2,3,1,2,1,1,0,1,3,2,1,3,2,3,1,2,2,0,0,2,2,1,0,1,0,-46.86377634164827,6677
2,2,2,2,3,2,1,0,3,3,1,2,2,0,0,2,0,2,0,2,1,1,1,3,1,2,0,2,1,2,0,0,2,1,2,2,3,2,0,1,1,2,0,1,0,0,2,2,0,2,1,2,0,1,0,1,1,2,3,1,3,0,0,1,0,0,0,2,2,1,1,3,-45.03254264440772,6726
1,0,1,2,3,2,3,2,1,3,3,0,3,0,0,0,0,2,2,1,3,3,1,3,3,0,0,1,0,1,2,1,2,3,1,2,1,0,3,0,2,1,1,3,3,0,1,3,1,3,3,3,3,3,1,0,1,3,1,0,0,3,2,2,3,2,1,3,2,2,3,2,-46.277215686766716,6781
2,3,1,3,1,3,3,2,1,3,0,0,3,3,2,1,1,1,1,3,0,0,2,3,3,3,3,0,2,0,1,2,3,3,0,0,0,1,0,1,1,1,1,2,1,3,0,1,2,2,3,0,1,3,0,2,2,2,0,3,2,2,2,3,0,1,0,0,1,0,1,0,-45.48478057393942,6906
1,1,1,0,1,3,3,2,3,0,3,3,1,2,1,0,0,3,1,2,1,1,2,2,1,3,1,3,2,2,3,3,1,3,3,1,1,1,2,1,0,3,2,3,3,1,0,1,2,0,3,1,0,1,0,1,0,3,0,2,3,2,0,0,0,2,1,1,3,2,2,1,-46.050343641077,6959
2,3,3,0,1,3,0,2,3,3,2,0,2,3,2,2,2,0,1,1,1,3,0,3,2,1,0,1,2,2,2,2,3,2,3,2,0,1,1,1,3,1,0,1,1,0,2,1,1,2,2,0,0,1,2,2,1,0,0,3,2,3,2,0,3,2,2,0,3,0,1,0,-46.748532200834546,7009
1,2,1,3,2,1,0,3,2,2,0,2,2,2,0,1,1,2,1,3,1,3,3,0,2,1,0,3,1,3,1,1,1,1,3,2,3,0,0,3,1,0,3,2,2,0,3,0,1,0,0,0,1,0,3,3,0,2,1,1,2,1,0,1,0,1,3,1,3,1,2,1,-46.468923738512466,7058
2,3,3,2,3,1,3,0,1,2,0,3,1,2,3,1,3,2,2,2,3,2,3,2,3,1,0,3,2,3,0,0,0,1,0,1,0,1,2,3,3,2,0,0,2,0,0,1,0,2,2,0,3,0,1,0,1,1,1,2,0,3,2,1,3,0,3,2,3,1,1,0,-46.291932453750704,7109
3,1,3,1,1,0,3,2,2,0,2,0,3,1,2,2,0,3,3,1,0,3,1,2,3,0,0,3,3,3,3,1,0,2,3,1,3,3,1,0,1,0,0,0,3,3,1,0,3,3,2,3,1,3,1,0,3,1,3,0,2,1,0,0,1,3,3,1,3,1,0,3,-46.50090819015428,7158
3,0,0,2,0,3,3,1,1,3,1,2,1,1,0,0,0,3,3,3,0,2,0,3,0,3,2,0,2,1,0,3,0,1,3,1,2,0,2,3,3,1,2,1,1,2,3,3,2,0,1,1,0,0,3,1,0,1,2,1,0,0,3,3,3,2,1,0,1,3,2,1,-46.9646355467895,7210
2,1,0,0,0,3,2,3,1,2,1,0,2,3,1,3,3,2,3,1,2,2,0,2,1,0,2,0,3,2,0,2,2,1,3,0,2,2,1,0,1,0,2,2,1,2,0,0,2,0,2,0,3,1,3,0,3,0,1,2,1,3,3,0,0,2,1,3,1,0,0,0,-47.73009765208119,7258
2,1,1,0,3,3,0,3,3,1,3,1,1,0,3,2,0,0,3,2,2,3,0,3,2,2,2,2,0,3,0,0,1,3,3,3,2,2,2,3,3,3,2,0,3,0,3,3,2,3,3,1,3,3,3,2,3,0,1,3,0,1,0,2,2,3,0,1,3,2,3,1,-32.97826560373562,7383
3,0,2,1,0,3,2,1,1,3,0,3,0,3,2,0,3,2,2,3,1,2,2,0,0,2,1,0,3,1,0,0,1,0,3,3,0,3,3,2,0,2,0,2,0,2,0,3,2,2,1,2,0,3,1,3,2,0,0,3,0,2,2,1,3,2,2,1,2,1,1,0,-48.37437100011249,7435
3,0,3,3,2,3,1,1,1,0,1,0,3,3,3,3,0,1,0,2,0,2,2,3,1,0,1,0,1,1,1,0,1,1,3,2,2,2,0,0,1,2,2,0,2,1,3,0,1,3,1,3,2,2,3,2,2,0,0,1,1,0,0,1,2,3,2,2,0,3,0,2,-48.21947305067101,7485
3,3,0,1,0,0,0,3,3,1,1,2,2,3,1,0,2,0,0,0,2,2,3,1,1,1,1,2,0,0,1,0,3,3,0,3,0,3,0,3,2,0,2,0,2,3,2,0,3,2,1,3,0,0,1,3,0,0,1,0,0,0,1,1,1,2,2,0,2,3,0,0,-45.64722157537659,7536
3,2,1,1,3,3,1,0,2,0,2,1,0,2,0,3,1,2,1,3,1,1,3,1,2,0,3,2,2,1,1,1,2,0,3,2,1,3,3,1,3,0,0,2,0,0,3,2,2,3,0,1,3,1,0,1,1,1,0,0,0,1,3,3,3,2,3,0,0,3,3,2,-34.35239245979393,7584
3,1,0,0,2,3,1,2,1,1,1,2,3,2,3,1,2,1,1,3,1,3,1,2,3,1,3,1,2,0,2,3,0,2,0,3,3,3,3,2,1,2,0,3,1,0,0,0,1,1,3,2,1,0,3,0,2,1,0,0,3,1,1,3,0,3,2,2,2,3,3,0,-46.625882618746765,7636
2,0,3,1,0,1,0,2,1,0,2,1,0,0,1,1,3,1,3,2,2,1,3,2,2,3,2,1,1,3,0,1,0,2,2,2,1,3,2,2,3,3,3,1,3,2,3,2,0,3,0,0,1,1,1,3,2,1,1,3,1,1,2,1,1,3,0,3,1,1,2,0,-59.79363987001251,7690
2,0,3,0,3,1,0,3,0,1,0,2,0,3,2,1,3,0,3,1,0,1,3,1,2,3,1,3,3,3,0,1,3,1,1,2,2,0,2,1,2,0,2,0,0,3,3,3,2,0,3,2,3,1,2,0,1,1,0,1,1,3,2,2,1,0,3,2,1,0,1,0,-35.651331882967405,7741
0,3,1,2,3,0,1,0,0,3,3,1,1,2,1,0,0,0,2,1,2,1,2,2,1,0,3,3,2,3,0,3,0,3,3,1,3,2,3,3,3,2,3,1,1,2,2,3,3,1,2,3,3,0,1,0,3,0,2,3,3,1,3,2,3,0,0,0,1,2,2,3,-46.50485640725562,7866
0,3,3,3,3,3,0,3,3,0,2,1,2,2,3,0,1,0,2,3,3,1,2,3,1,2,2,2,3,3,0,0,3,0,0,1,2,0,2,3,3,3,3,1,0,2,1,3,3,1,1,1,1,2,2,3,0,2,1,3,1,0,3,2,0,2,1,3,3,2,3,0,-46.388935824512075,7915
2,2,0,0,2,0,3,3,3,0,1,1,0,2,2,3,2,0,3,3,2,2,1,1,2,3,1,1,0,3,3,2,2,3,3,1,1,0,1,0,3,3,0,2,1,1,1,3,3,2,2,0,0,3,0,2,2,2,0,0,3,2,3,2,1,1,0,3,1,3,0,2,-46.748532200834546,7968
0,1,1,3,2,3,0,3,2,3,2,1,0,2,0,3,1,1,0,1,3,2,3,1,2,0,0,2,1,0,2,1,1,0,2,1,2,3,0,0,1,3,1,0,3,0,1,2,1,2,2,3,0,2,0,1,2,2,2,2,2,1,3,2,0,3,2,0,0,2,2,3,-60.13130712692239,8016
1,2,3,3,2,0,2,0,1,3,2,1,2,0,2,1,3,2,3,1,0,2,2,3,0,3,2,3,2,0,0,2,2,3,1,1,1,1,2,2,0,1,3,3,3,0,2,3,2,0,0,3,1,1,0,2,2,1,2,2,3,1,0,2,0,3,0,2,2,2,3,2,-61.78956455223552,8070
1,3,1,1,0,0,3,2,2,2,1,3,0,2,1,3,2,0,0,2,1,0,3,3,1,2,3,3,3,2,2,3,3,3,2,3,3,1,0,3,3,2,1,2,1,0,1,3,0,1,2,0,1,3,2,1,3,2,1,2,3,1,3,3,3,1,1,2,2,3,1,1,-46.727815750151294,8125
2,2,3,3,0,1,0,3,1,2,1,3,3,0,0,1,3,3,0,1,2,1,2,3,3,3,3,2,3,3,3,3,0,3,0,3,0,3,3,3,0,1,0,2,2,3,3,0,0,3,0,1,0,2,2,2,2,2,2,0,0,2,1,1,0,2,3,3,2,1,2,1,-46.73003900540128,8181
1,2,1,0,1,0,3,1,2,3,0,1,3,2,1,2,3,2,3,3,1,2,3,0,0,2,0,1,0,0,0,3,1,3,1,0,3,0,1,2,1,1,0,2,3,1,0,3,1,0,3,1,3,3,2,3,2,3,2,2,0,0,3,2,3,2,0,3,3,3,1,0,-49.08960174257524,8232
3,2,1,0,0,3,1,1,2,3,1,2,1,1,0,3,2,0,2,2,2,3,2,0,0,1,1,1,0,3,3,0,2,3,2,1,0,2,1,3,0,2,1,1,2,2,0,0,1,3,3,1,2,2,3,3,3,3,2,1,1,1,1,1,0,2,1,0,0,3,0,2,-46.737950238784094,8288
1,0,0,0,0,1,3,1,3,2,3,0,0,1,3,3,3,3,2,2,1,3,1,2,1,1,0,1,3,1,0,2,3,1,1,0,3,0,2,2,2,0,0,0,3,3,2,3,2,1,0,2,3,1,3,2,2,2,2,0,0,1,2,0,3,3,0,0,3,1,0,0,-46.37942161817901,8420
3,1,2,2,1,3,3,2,2,0,3,3,2,1,1,3,1,1,0,2,1,1,0,1,2,3,0,1,0,3,1,2,3,1,1,0,3,1,0,1,1,1,1,2,3,2,3,0,3,0,1,2,0,2,0,0,0,2,3,1,1,0,2,1,1,3,0,0,0,0,1,3,-46.62795271240918,8475
2,3,0,3,2,1,3,2,0,0,0,0,2,1,3,2,2,0,1,2,1,3,3,3,0,1,1,3,0,2,2,0,2,2,1,3,2,1,1,0,0,0,3,1,2,1,0,0,2,3,1,1,0,1,1,1,1,1,1,0,1,2,2,2,0,1,2,2,2,0,3,3,-60.18253271097577,8528
3,2,3,3,0,3,0,2,2,2,0,3,0,2,1,2,0,0,2,3,2,1,0,0,0,1,1,3,3,2,1,1,2,3,3,3,0,1,2,0,1,3,2,1,0,1,3,2,3,2,2,0,3,1,1,0,0,1,2,1,3,2,3,1,1,1,0,0,3,0,0,1,-46.819197362318405,8579
1,1,3,3,1,3,1,1,1,1,2,2,2,1,0,1,0,3,0,1,0,3,2,3,1,0,2,0,1,0,1,1,1,1,0,0,0,0,2,3,1,3,3,2,2,3,0,0,0,0,0,1,3,2,1,3,1,3,1,2,0,1,1,0,2,2,2,2,1,1,2,2,-46.73118370048083,8630
2,1,3,0,0,0,2,3,3,0,2,3,3,0,1,1,3,1,3,0,3,0,1,3,3,1,0,2,2,0,1,2,2,1,0,1,0,2,1,0,1,2,2,0,3,0,0,2,0,3,0,2,1,1,3,0,3,2,3,2,3,0,2,3,3,0,3,3,2,0,1,1,-46.36479793625897,8683
1,2,0,1,0,3,1,0,2,2,0,2,2,1,3,3,2,2,3,2,1,3,3,0,3,2,2,1,3,1,1,1,2,1,1,3,0,3,0,0,0,2,2,2,0,1,2,1,2,0,1,2,0,2,0,3,1,2,3,2,1,1,3,2,2,0,1,1,3,2,3,3,-34.562519838116515,8734
3,1,1,1,3,1,2,3,1,1,3,3,2,0,3,3,0,2,0,3,3,2,2,2,0,0,2,0,0,3,0,3,0,3,0,1,2,2,1,3,2,0,0,3,3,3,2,2,1,3,2,2,1,0,1,3,0,2,1,3,3,0,1,1,2,1,2,3,1,3,2,3,-45.294159812907616,8786
1,1,0,0,3,0,3,1,1,1,1,0,2,3,1,0,2,0,0,0,3,3,1,1,3,0,1,3,2,2,0,2,0,0,1,3,1,2,0,0,3,1,3,3,0,0,0,1,3,1,0,0,0,1,1,0,1,2,2,2,2,2,0,3,0,3,3,2,2,2,0,2,-46.71380614834106,8915
2,2,2,0,2,2,0,1,2,0,3,3,1,0,2,2,3,1,3,3,1,3,3,2,0,1,3,0,1,3,2,3,2,0,0,0,0,2,3,2,1,2,1,0,1,1,3,1,3,3,2,0,2,1,3,1,1,1,1,0,1,1,0,1,2,3,2,0,0,2,1,3,-46.86291027500147,8969
2,3,3,3,3,3,0,2,2,0,0,2,1,1,3,3,0,0,3,3,3,0,0,2,0,2,0,2,2,1,3,3,2,3,0,3,3,1,0,0,2,0,0,2,2,1,3,1,3,1,2,2,3,0,2,3,1,0,0,1,1,0,1,2,0,3,2,3,0,3,1,1,-58.837859133948385,9021
1,3,2,0,0,3,2,0,0,1,0,1,1,3,1,2,0,0,1,3,1,2,2,1,2,3,0,2,1,2,3,3,0,3,0,1,0,3,2,0,3,1,1,1,2,3,1,0,3,0,2,0,1,2,1,3,3,1,0,2,0,3,2,3,3,3,1,1,1,2,1,1,-46.69681620956277,9077
0,0,2,1,0,3,3,2,0,3,2,3,1,3,1,2,0,3,0,2,0,1,1,2,2,0,0,2,2,1,2,2,1,1,3,1,2,3,3,1,0,1,1,2,1,0,1,1,3,1,1,0,3,3,1,3,3,1,0,1,0,0,3,2,0,1,3,1,3,1,0,0,-46.9773840419533,9129
2,0,0,2,2,3,3,3,3,3,0,0,1,3,3,2,2,1,1,0,3,3,1,1,1,3,0,0,1,3,2,3,1,1,3,2,2,0,2,0,3,2,1,2,2,0,2,3,0,1,3,3,1,2,1,2,0,1,1,0,0,3,3,0,2,2,0,1,0,0,2,2,-48.134962452506095,9181
2,3,3,3,3,3,1,2,3,3,3,0,0,2,3,3,2,0,2,0,0,0,2,3,0,2,3,0,1,1,0,1,1,3,2,1,1,0,3,3,3,0,0,0,1,2,2,0,3,1,0,3,0,3,0,3,1,1,1,2,3,3,3,0,0,3,3,0,1,1,2,0,-46.682596210460915,9232
3,3,2,2,3,2,2,2,1,3,0,1,0,1,3,0,1,0,3,0,1,3,1,0,3,1,3,1,0,1,3,3,3,2,3,0,0,3,0,3,2,1,0,0,0,1,3,3,1,2,2,3,2,1,0,3,0,2,2,2,1,1,3,1,0,3,1,3,2,0,1,1,-45.05030831643701,9286
2,0,2,0,0,1,1,0,1,3,2,3,2,0,2,2,2,3,2,0,1,1,1,1,0,3,2,0,2,1,2,2,3,3,3,0,2,2,2,0,0,1,3,1,1,0,3,2,1,1,1,2,0,1,1,3,3,2,0,3,1,1,1,0,1,0,3,2,1,2,1,1,-47.23613536837736,9345
0,2,0,3,1,1,3,2,0,2,1,2,0,3,3,2,0,1,0,1,3,0,1,1,1,2,3,0,1,2,0,0,1,3,0,1,1,1,1,0,1,2,1,0,0,2,1,3,0,1,0,3,1,3,1,1,0,0,2,3,0,3,0,3,1,2,3,1,3,2,3,0,-46.80948420918523,9482
2,1,1,3,3,2,2,2,1,1,0,0,1,3,2,3,3,2,1,2,3,2,3,1,3,1,1,1,1,3,1,0,2,0,3,0,0,1,0,1,3,0,1,2,2,1,0,1,2,2,0,3,0,2,0,1,2,2,2,2,2,2,3,2,0,2,0,1,2,1,3,2,-46.54133264807247,9537
2,2,0,1,1,1,0,1,1,3,3,0,2,0,2,2,3,0,3,3,0,2,2,2,3,3,1,1,2,1,1,2,3,0,3,0,0,2,2,3,0,3,0,0,2,3,1,1,1,3,2,3,2,0,0,2,2,3,3,2,3,3,0,3,0,0,2,1,1,2,2,2,-33.21132844861013,9589
2,0,3,3,2,1,0,2,1,3,2,0,2,1,3,0,1,0,1,2,3,0,2,2,3,2,2,3,1,2,3,3,3,1,0,0,2,1,2,3,2,1,2,3,0,2,0,0,3,2,2,0,0,1,2,2,1,1,1,3,0,3,2,1,3,0,3,0,2,1,2,3,-48.09483108316263,9643
1,2,2,1,1,0,0,0,2,1,0,1,1,2,3,2,1,2,0,1,0,3,3,1,1,2,3,2,0,1,3,0,1,1,2,0,3,0,1,2,1,3,2,2,3,3,1,3,3,0,1,2,3,3,1,0,1,2,3,1,0,3,3,1,0,2,2,3,2,1,1,0,-47.66436537742591,9697
0,3,0,0,0,1,2,1,3,1,1,2,0,3,2,2,3,2,2,3,1,3,0,3,0,1,2,3,0,3,3,2,2,0,0,0,2,2,3,0,2,3,1,2,2,3,1,0,0,0,0,1,3,0,0,0,1,1,2,2,0,2,0,2,2,3,3,1,3,3,3,2,-70.16622587965384,9749
2,0,0,1,3,0,0,3,3,0,1,0,1,1,3,2,1,0,0,0,3,1,3,2,1,3,1,0,0,3,2,0,0,2,2,0,1,1,0,2,1,1,1,0,3,0,2,3,2,1,2,0,0,2,0,2,1,3,0,0,1,1,1,2,3,0,1,3,2,0,3,1,-45.90972723276462,9799
2,0,3,2,1,0,2,0,2,1,1,3,3,2,0,3,2,0,2,2,3,1,0,3,0,0,3,0,3,1,2,3,0,3,3,0,3,2,0,3,0,2,3,1,0,2,1,1,1,2,1,2,2,2,0,0,0,2,0,3,1,0,2,3,2,1,2,3,2,3,2,1,-45.7616645840567,9849
3,0,2,0,3,1,1,0,0,2,3,1,0,0,0,0,3,2,1,3,1,0,3,2,3,0,0,2,3,2,1,2,1,2,2,1,2,1,1,2,0,0,0,0,0,2,3,3,3,1,0,0,2,3,0,1,1,3,0,0,3,3,1,2,0,0,3,0,1,0,0,0,-48.0182310804856,9979
1,0,2,1,2,3,0,1,0,0,0,1,1,1,3,1,1,2,2,0,3,3,2,3,2,1,0,2,3,2,3,1,0,0,0,0,3,3,3,0,3,1,3,3,1,1,0,2,2,0,3,0,3,1,1,2,3,1,0,2,2,0,1,1,0,3,1,0,0,2,2,3,-48.26657571131868,10031
3,1,0,1,2,2,0,1,0,2,3,1,0,3,0,0,1,0,0,3,2,0,1,1,0,2,2,0,3,0,3,0,1,3,3,2,2,3,0,2,3,3,3,1,2,2,2,3,2,0,3,0,0,0,0,3,3,1,1,3,1,3,1,1,2,1,2,3,2,0,1,2,-46.96088696745525,10083
3,1,2,2,2,2,2,3,3,2,0,2,0,3,3,0,0,1,2,0,1,3,1,0,3,2,1,1,2,2,2,2,3,0,3,0,1,3,3,1,3,0,2,3,2,0,2,2,1,2,0,2,3,2,1,0,1,1,3,1,2,1,3,2,2,3,0,2,1,3,0,2,-46.23225684756889,10135
0,1,1,2,3,1,0,1,1,1,2,3,1,0,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,0,2,2,3,1,1,0,2,2,1,2,2,1,0,2,3,0,0,1,3,0,1,2,0,1,1,1,3,2,1,1,3,2,1,0,0,2,1,0,3,3,0,0,-46.29465527834533,10185
3,1,1,1,1,2,3,1,2,3,1,3,2,0,1,0,3,3,0,0,3,0,3,1,1,2,2,3,3,1,1,0,3,1,2,2,1,0,2,0,1,2,3,3,1,2,2,0,0,2,2,3,3,2,2,2,1,1,0,2,0,2,0,2,3,0,0,3,0,3,2,1,-46.71541961788193,10238
