x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,value,Timestamp
3,3,1,1,3,2,3,2,3,0,0,2,1,3,0,2,0,1,2,1,0,0,3,1,2,2,0,1,2,2,3,1,0,2,3,3,3,1,3,1,0,3,3,1,0,2,2,1,2,3,3,3,3,3,2,0,2,3,0,0,2,2,1,2,1,1,0,2,3,2,2,3,-45.0804831357047,10289
0,3,3,0,2,1,2,3,3,1,3,1,3,2,0,2,3,0,1,3,2,3,3,0,2,2,0,0,2,0,0,1,3,0,3,3,0,1,1,2,3,3,3,0,3,2,2,1,2,1,3,3,0,2,3,0,3,2,3,1,2,2,0,1,1,0,0,0,1,0,1,3,-59.2249127946039,10342
3,3,1,1,2,2,3,0,1,2,1,2,2,2,1,3,2,0,3,1,2,1,2,0,1,3,0,0,0,0,3,1,3,0,2,0,0,2,3,3,2,0,1,0,1,1,2,1,1,2,1,1,1,2,2,3,3,2,2,1,2,2,3,3,0,0,0,1,1,0,1,2,-48.411074087326064,10466
1,2,1,0,2,2,1,2,3,0,3,2,3,1,0,1,3,2,1,3,0,3,3,1,1,2,2,3,3,1,1,1,1,0,2,3,2,1,2,2,3,1,1,2,2,2,0,0,3,0,0,3,3,2,3,0,2,0,1,0,0,3,0,1,3,2,2,1,2,1,0,0,-46.83733539125567,10520
0,0,2,2,3,0,0,1,1,2,3,3,2,2,2,1,1,0,2,3,1,1,0,2,1,0,2,0,0,0,2,2,1,2,2,2,0,1,2,3,3,2,3,1,1,3,0,1,2,1,3,2,0,0,1,3,3,0,0,1,0,0,2,2,3,2,1,3,2,3,3,1,-47.41856569069259,10571
2,2,0,3,1,0,1,1,2,2,1,1,0,3,2,2,1,0,1,0,3,1,1,0,1,0,3,2,2,1,0,0,2,3,0,3,2,0,0,0,0,2,0,3,2,1,2,2,3,1,0,0,2,2,3,1,3,1,2,3,1,1,3,1,3,2,1,2,1,3,1,0,-46.500670503259016,10621
2,0,0,2,2,1,2,2,2,1,1,3,1,2,0,1,1,3,0,0,3,1,1,0,2,2,3,2,1,2,0,1,0,0,2,2,0,3,0,1,0,3,2,0,0,1,3,2,0,0,0,2,3,0,3,3,2,1,1,1,1,1,0,3,2,0,1,0,1,3,2,3,-60.19544651673455,10671
1,1,0,2,0,3,3,3,2,3,2,1,3,1,2,2,0,3,0,0,2,1,3,0,3,2,0,0,2,2,0,2,2,0,2,1,3,1,0,3,3,0,1,3,3,0,2,0,0,1,0,2,2,2,2,2,1,0,0,2,0,2,2,2,2,2,1,1,3,2,2,0,-46.90651315317978,10724
0,2,2,3,0,0,1,2,1,1,0,1,0,3,2,2,1,0,2,0,3,2,0,3,1,2,3,3,3,0,2,0,3,2,2,0,1,0,3,1,3,3,3,0,3,2,0,0,0,0,1,1,0,0,1,1,0,2,0,0,3,2,3,2,1,0,2,0,0,1,0,2,-47.81761888905983,10773
1,2,3,0,1,1,2,2,2,2,0,3,3,2,2,0,3,1,2,1,2,3,2,3,1,1,1,0,3,3,2,3,1,3,1,2,1,0,2,0,3,2,0,3,1,1,3,2,3,2,1,3,1,3,0,1,3,2,3,0,1,0,1,3,0,0,0,2,3,0,2,3,-46.881124842001995,10828
1,1,2,0,3,2,3,0,0,3,2,1,2,2,1,2,1,2,3,0,2,1,3,0,1,2,1,3,1,3,3,2,3,1,2,3,2,2,3,0,3,3,2,0,2,2,1,2,1,3,1,0,0,2,1,3,2,2,0,0,2,1,0,0,1,0,2,3,1,0,2,1,-46.71634712013098,10883
1,2,2,2,2,3,3,0,0,3,2,2,1,3,0,0,3,2,3,3,1,3,1,1,1,2,1,3,2,1,0,0,2,3,3,2,0,3,3,2,3,1,2,3,2,1,2,0,0,3,1,1,2,1,0,2,0,2,0,2,2,0,3,2,0,1,1,0,1,1,0,3,-46.87403157140536,11016
2,3,2,2,0,3,3,3,2,3,1,3,1,2,1,2,1,3,3,1,1,1,2,1,3,1,2,2,3,0,0,2,3,2,3,3,3,2,3,3,1,2,2,0,2,2,0,3,2,0,3,0,0,0,3,2,0,0,2,3,1,0,3,0,3,0,2,1,3,3,2,0,-46.873672096972854,11070
0,0,1,1,2,3,0,2,2,0,0,2,1,2,3,1,0,0,3,0,2,3,0,1,0,1,2,0,3,2,3,2,0,1,2,3,0,3,2,0,1,1,3,1,1,3,3,0,3,0,1,3,0,3,3,1,0,3,1,0,3,0,3,3,0,0,0,2,2,2,0,3,-45.5918781258149,11119
2,2,0,0,0,1,1,0,0,0,3,0,3,3,1,3,0,2,3,0,2,0,2,3,2,0,3,3,0,0,0,3,1,1,1,0,2,3,0,0,1,0,0,3,2,0,3,1,0,1,3,2,3,2,1,3,0,1,1,2,2,2,1,2,1,2,0,0,3,3,3,3,-45.20521428586238,11172
3,1,2,0,0,0,3,0,3,0,1,3,0,3,0,3,2,2,0,0,0,0,2,1,0,3,2,2,0,0,3,2,1,1,3,2,2,3,1,2,0,0,2,1,3,3,2,0,0,2,3,2,1,3,2,0,1,0,0,2,1,2,1,3,0,0,1,1,0,3,3,3,-45.54648536651477,11223
2,0,3,0,2,2,2,3,0,3,0,3,1,1,0,2,3,0,3,1,1,0,3,0,1,1,1,3,2,2,3,1,3,1,3,0,3,2,2,0,2,2,3,1,2,1,2,0,1,1,1,1,3,2,2,3,3,2,0,2,3,3,0,2,1,1,1,3,0,0,2,3,-48.89479529160842,11275
3,0,0,2,2,1,3,2,3,2,1,1,3,3,0,1,0,3,3,1,3,2,1,1,2,3,1,3,1,2,3,3,0,0,3,1,3,3,1,3,1,1,1,1,0,2,0,3,2,0,2,0,1,2,0,3,3,3,2,1,2,1,2,1,0,0,1,0,3,2,1,1,-46.54965375751329,11330
1,2,3,1,0,0,3,3,3,2,3,0,0,2,0,3,2,1,2,1,1,2,1,3,1,2,0,3,3,2,1,0,0,2,3,3,1,0,3,2,1,1,3,2,0,1,2,0,1,0,0,2,1,2,2,1,3,1,1,0,1,3,2,1,3,1,3,1,3,2,0,2,-43.694495384404824,11387
0,2,0,2,2,3,0,2,3,1,0,1,3,2,2,3,2,2,1,1,1,0,3,0,3,3,3,3,2,0,2,0,1,3,0,3,3,3,1,0,3,3,3,3,2,0,3,3,3,0,2,1,1,3,2,2,3,2,0,3,2,2,3,0,0,1,3,0,2,3,2,2,-34.43971487093981,11511
1,3,0,2,3,2,0,2,0,3,1,0,2,2,2,2,2,2,1,1,2,0,1,0,3,0,2,3,2,2,3,2,3,1,1,3,3,1,2,0,3,3,2,2,2,1,2,1,0,1,1,0,1,0,1,0,3,3,1,2,0,2,2,0,1,2,3,1,0,3,1,0,-47.35426285719522,11566
0,1,2,1,3,3,0,0,0,2,1,0,0,0,1,2,3,0,1,2,3,3,0,1,2,1,1,0,2,2,3,3,3,3,0,0,2,1,2,0,1,2,3,2,0,1,1,1,3,0,1,2,2,2,0,2,0,3,1,0,3,3,2,3,3,2,1,2,3,3,2,0,-44.57739027878564,11617
0,3,2,0,3,3,0,1,0,3,2,3,3,0,3,3,2,2,0,0,3,1,2,2,1,0,2,0,3,0,2,3,2,3,0,1,3,1,0,3,2,3,3,2,2,3,2,1,3,0,1,3,0,2,0,3,0,2,1,0,1,2,2,1,2,1,1,1,1,3,0,1,-46.63947939069328,11670
1,0,2,1,0,3,0,2,2,0,3,2,0,1,2,1,2,3,1,3,1,2,1,3,1,1,0,2,1,0,3,2,0,1,3,1,2,1,2,2,2,2,2,0,0,2,3,2,1,1,1,2,0,2,3,2,0,3,2,1,2,3,2,2,1,1,0,3,1,2,3,3,-45.42800014924771,11724
0,1,1,1,1,3,2,1,2,2,0,3,2,1,1,3,2,0,0,3,0,0,0,2,3,0,2,0,3,0,3,0,1,2,1,2,2,0,1,1,0,1,2,0,3,3,1,1,0,1,3,3,1,2,2,1,0,2,0,0,1,1,0,0,3,0,3,3,2,3,1,3,-46.573363910210404,11774
2,3,2,3,1,3,0,3,0,2,3,1,0,3,1,0,2,3,3,1,1,0,0,2,0,3,2,3,0,0,3,1,3,2,2,1,2,1,2,2,1,0,0,0,1,2,1,0,3,1,3,0,3,0,0,1,2,0,2,0,1,2,3,0,3,1,1,0,0,3,2,0,-46.91134044551139,11828
3,0,2,3,2,0,1,2,1,0,0,1,0,1,2,0,3,1,0,2,3,2,2,2,2,2,0,0,1,3,3,0,2,0,3,1,0,1,2,1,2,3,2,3,2,1,3,0,1,0,0,2,1,2,2,0,2,3,0,2,0,3,0,2,3,3,2,1,0,2,0,3,-48.436370467019536,11882
1,3,0,0,3,0,1,3,1,0,1,2,2,3,3,2,2,0,1,3,3,3,1,1,3,0,0,1,0,1,3,1,3,2,2,1,0,3,3,3,3,3,2,1,3,3,0,2,3,0,2,2,1,1,3,3,1,3,2,1,3,2,0,1,2,2,2,1,0,2,0,0,-47.02738117955778,11935
1,0,2,2,3,1,3,2,1,2,2,3,1,1,1,1,1,2,3,0,2,0,2,2,2,1,0,2,1,3,0,2,1,0,1,2,3,0,3,3,0,2,2,2,1,1,0,3,3,0,3,0,2,1,2,2,3,3,2,2,0,1,2,0,1,3,3,0,0,3,2,1,-45.35747573616475,12065
2,1,2,3,3,0,0,0,3,1,1,2,0,2,1,3,1,2,0,0,1,3,2,2,1,1,2,3,1,1,2,3,3,1,3,2,3,0,3,0,3,3,1,0,1,3,3,3,2,0,3,1,1,2,0,2,3,0,2,3,0,2,2,1,0,3,0,1,0,2,3,2,-46.899729827998804,12117
1,0,3,0,1,3,2,1,2,2,2,3,0,0,3,3,2,3,2,2,0,1,2,0,3,2,1,3,3,3,3,1,2,1,0,2,2,3,3,1,3,1,1,1,2,1,1,3,2,0,2,0,3,0,0,1,1,3,3,1,2,3,1,3,1,1,0,2,1,0,3,2,-47.444752546897696,12170
2,0,0,3,0,1,0,3,0,3,3,3,2,1,0,2,2,2,0,3,1,0,0,3,2,1,2,2,3,1,3,0,0,1,1,1,0,0,0,2,0,2,0,0,3,0,1,1,0,2,3,3,1,2,3,2,2,0,3,0,1,1,3,0,1,2,1,3,0,3,1,3,-60.57496840387621,12222
1,2,2,0,2,1,0,2,3,1,3,3,1,1,0,3,1,0,2,1,2,1,3,0,2,0,2,3,0,0,0,0,0,3,0,2,1,0,3,0,2,0,2,3,0,2,0,0,2,1,0,0,2,3,1,2,3,2,3,1,1,1,2,3,1,0,3,3,2,0,0,2,-47.52929117171165,12275
2,0,3,0,1,0,0,1,3,3,2,2,0,0,3,1,2,3,1,3,0,0,3,3,0,3,3,1,2,0,1,0,0,3,1,2,0,3,2,2,1,3,2,1,3,0,3,0,3,0,2,0,0,1,0,1,3,0,0,1,0,2,0,2,0,0,0,3,0,1,1,3,-48.100033702217495,12325
2,1,1,3,0,1,3,0,2,0,0,1,0,0,0,2,2,3,2,3,0,2,1,3,0,1,1,3,0,1,3,1,3,3,0,3,3,2,1,3,3,1,0,3,0,1,3,3,3,2,0,3,2,1,1,2,2,1,2,2,1,1,0,0,3,2,1,1,0,1,3,0,-49.588954631312504,12377
0,1,3,2,1,1,2,0,2,2,2,1,1,2,3,2,2,1,2,1,3,2,2,3,0,1,0,2,1,0,1,1,0,0,2,2,3,1,3,2,1,0,1,0,0,1,1,2,0,0,0,1,1,1,3,1,1,0,1,1,2,1,3,2,0,0,2,3,3,2,0,1,-60.38754880787518,12428
1,1,1,1,2,1,0,0,1,3,1,2,1,0,0,0,3,3,1,3,0,1,2,0,2,3,2,1,1,2,2,1,2,0,1,0,3,3,3,1,2,3,2,3,1,0,2,2,1,2,2,1,3,2,0,2,2,3,2,1,1,0,3,2,1,2,2,2,2,2,1,2,-34.332323926925625,12485
0,1,0,3,2,3,0,0,1,0,0,2,1,0,2,0,0,1,1,1,2,0,3,0,3,0,2,2,2,3,0,1,1,3,2,3,1,1,3,1,0,1,1,0,3,2,1,3,0,3,2,1,2,0,2,3,3,2,0,2,1,1,0,3,3,3,0,1,2,0,0,1,-45.31253418752706,12611
2,0,2,3,0,1,0,0,0,0,3,1,1,2,1,1,0,1,1,2,0,0,3,1,2,1,3,1,1,3,1,3,0,0,2,1,2,3,2,3,3,0,0,3,3,2,1,3,0,2,0,1,3,0,2,1,1,0,1,2,3,3,0,2,3,0,0,1,2,0,2,1,-57.8807894965873,12663
3,0,1,1,2,1,0,3,0,3,3,0,2,0,1,1,3,1,3,3,2,0,2,1,1,1,2,0,1,3,2,0,3,0,1,2,0,1,3,2,2,3,3,0,3,1,0,3,3,3,0,2,2,0,2,1,3,3,0,3,0,0,1,0,1,2,0,0,1,3,2,0,-46.58978927522374,12719
3,0,2,0,1,1,3,3,1,2,0,3,0,2,1,2,1,0,3,1,3,1,1,3,0,2,2,1,3,2,1,2,2,2,3,2,1,2,2,3,3,0,1,0,0,3,0,2,0,3,2,1,1,2,1,2,0,1,2,0,0,0,0,3,0,1,0,2,3,2,1,2,-46.711272034785026,12768
3,2,3,3,1,0,1,0,2,1,1,3,2,0,1,3,3,1,1,2,2,1,3,1,1,0,0,1,3,1,0,3,2,0,2,0,2,2,0,1,0,3,1,1,3,2,2,2,3,1,2,1,2,2,3,0,3,1,3,2,1,3,3,0,0,3,2,1,0,1,2,1,-46.78662538724526,12824
1,1,2,0,2,0,0,2,3,3,1,3,3,0,1,1,1,1,3,3,2,1,1,2,0,1,1,1,3,1,1,0,2,3,0,1,2,1,2,1,2,0,3,1,1,1,2,2,2,3,1,1,1,0,3,2,3,2,0,1,0,3,3,3,0,1,2,3,1,2,1,3,-47.72078387564933,12879
2,1,2,2,1,3,1,0,3,1,2,0,0,0,1,3,2,1,3,3,1,2,2,3,2,3,2,2,3,1,3,1,2,2,0,0,2,0,0,2,1,3,0,2,1,2,3,1,3,0,2,1,2,0,1,0,3,0,3,0,0,0,3,3,1,2,1,0,3,2,3,1,-46.01439015472646,12930
0,3,3,3,0,3,2,1,0,3,1,2,1,3,3,1,1,3,3,1,1,2,1,2,2,2,1,3,1,1,1,2,0,0,3,3,0,1,2,3,1,3,1,0,1,3,0,2,0,2,0,0,2,0,2,1,0,3,0,3,3,1,3,3,1,3,3,1,1,1,1,0,-33.01294938447385,12983
0,2,1,1,1,1,3,0,3,2,1,3,2,1,0,0,3,0,2,0,0,1,0,2,2,2,3,0,1,2,3,0,3,3,1,1,2,0,0,3,0,1,1,0,1,1,3,0,2,3,3,1,2,2,2,1,2,2,1,0,0,3,0,1,2,2,2,0,1,2,2,2,-59.85759263928621,13113
3,1,1,0,0,1,3,3,0,1,1,0,2,3,2,3,0,3,3,2,1,0,0,0,3,2,0,0,3,2,1,1,2,3,0,2,2,0,1,0,1,0,3,2,1,3,2,1,1,1,2,3,2,1,1,1,1,2,0,1,0,2,2,3,2,1,0,0,3,3,1,0,-46.66919425423604,13165
0,2,2,0,3,2,1,3,1,2,1,1,3,0,0,3,0,2,1,2,1,2,1,1,1,0,0,3,2,0,0,0,2,1,2,2,2,0,0,2,3,2,1,3,0,2,1,2,0,0,2,1,3,3,3,1,3,0,2,1,0,3,3,0,0,3,3,0,3,3,0,2,-45.39438919687964,13217
0,2,3,2,0,0,1,3,1,0,0,1,3,1,1,0,3,2,1,2,2,3,3,1,1,1,2,2,0,0,1,2,1,3,1,3,1,0,1,3,0,1,0,1,0,1,1,1,2,0,3,3,0,3,0,2,0,0,2,2,1,1,2,2,1,2,3,1,1,1,0,1,-48.13051956217747,13267
1,3,0,2,0,3,2,2,1,0,3,3,0,2,2,1,1,2,0,0,2,0,1,2,1,0,1,1,3,2,1,2,2,0,0,3,1,3,3,2,2,2,3,1,1,1,3,2,0,1,0,0,3,1,3,1,1,1,3,3,0,0,3,2,1,3,1,2,2,2,0,3,-47.11572798184989,13321
3,1,0,0,3,2,2,3,1,3,0,2,3,3,0,1,3,2,3,3,0,2,1,0,1,1,3,3,2,3,3,1,1,2,0,1,2,1,3,0,2,3,0,1,1,0,3,2,3,3,2,3,0,1,0,2,1,1,1,2,2,0,2,0,2,0,3,1,0,1,1,1,-46.812130663986665,13372
3,0,0,0,0,0,0,0,1,3,3,0,0,3,2,2,1,3,3,3,0,1,0,2,2,1,2,0,0,3,1,1,2,0,0,3,0,2,1,2,2,3,2,1,1,2,1,1,2,3,0,1,0,2,2,1,3,1,1,1,3,3,0,1,0,1,1,3,0,0,2,0,-48.20908651235875,13424
1,3,3,3,2,0,2,2,3,1,2,0,2,3,1,2,2,1,3,0,0,2,3,2,0,1,2,0,2,0,2,2,3,1,1,0,3,0,2,1,3,2,0,3,3,3,0,0,2,0,0,2,3,0,3,0,3,1,3,2,0,3,3,0,2,2,0,2,1,1,0,3,-45.20575703203252,13477
2,2,0,1,1,1,0,2,2,3,2,3,0,3,1,3,1,1,2,1,0,2,0,1,1,0,1,1,2,3,2,0,2,2,2,1,1,3,1,1,3,3,0,2,0,0,1,2,1,2,3,3,1,0,3,3,0,1,0,2,2,0,3,2,0,2,2,3,3,1,2,3,-47.08326568952426,13529
2,2,1,0,1,1,0,0,2,0,1,1,3,2,1,3,1,1,1,1,1,0,3,0,1,0,3,2,1,3,2,0,3,3,0,2,1,2,0,2,0,3,2,3,0,1,2,2,2,0,2,1,0,1,1,0,3,3,1,0,3,3,2,1,3,2,1,3,3,1,3,2,-46.82972643500138,13578
3,1,3,0,0,2,0,2,0,0,2,1,3,0,1,1,1,0,0,1,1,0,0,2,0,3,1,0,3,1,2,3,1,3,2,1,0,3,0,3,0,3,0,2,0,3,3,0,2,0,0,1,0,2,1,3,1,3,0,1,0,0,0,0,0,3,1,2,0,1,0,3,-44.960559806662275,13704
0,1,2,2,2,3,3,2,2,0,0,3,0,2,3,0,2,1,3,2,0,2,0,3,3,0,2,1,1,3,3,1,2,3,2,2,3,2,2,2,2,3,2,0,2,0,3,3,0,0,3,3,1,2,0,3,2,1,3,1,2,2,0,2,2,1,1,0,2,0,3,2,-47.448201178035305,13757
1,1,1,1,2,3,2,0,0,3,0,0,0,0,2,3,2,0,3,3,3,0,3,3,2,1,3,0,2,1,1,0,0,2,1,3,3,2,0,2,1,3,2,0,2,3,3,1,1,2,1,0,1,3,2,1,2,0,1,0,1,1,0,3,1,3,1,0,3,2,0,3,-32.78630386784616,13808
1,2,0,1,1,0,1,1,1,2,1,1,2,3,1,1,2,3,2,2,0,1,2,1,2,0,1,1,0,2,2,3,0,2,1,1,2,2,0,0,2,0,2,0,2,1,2,3,0,3,2,1,3,0,2,0,1,1,1,3,0,2,1,0,2,2,3,0,2,0,3,2,-45.41211229266813,13863
3,3,1,0,1,1,1,2,1,2,2,1,2,2,3,2,1,0,3,0,3,3,0,2,1,3,0,1,0,1,1,1,0,1,1,2,3,3,3,2,0,0,2,1,0,0,0,3,2,0,1,1,3,1,3,3,0,0,3,2,2,3,1,2,0,3,3,1,0,3,1,2,-45.3043587312304,13917
2,0,0,3,3,3,2,0,3,2,1,0,3,0,2,0,3,2,2,3,0,3,1,0,0,2,1,1,3,0,2,2,1,2,3,3,0,1,0,0,0,3,1,1,2,2,0,2,2,1,3,3,2,3,2,2,2,0,1,2,1,0,0,0,2,0,1,3,3,2,0,3,-56.62552135850807,13970
1,2,1,1,2,3,3,1,2,1,0,0,2,2,0,0,2,2,0,2,1,0,1,0,1,2,2,1,1,2,3,2,2,3,2,1,1,3,3,2,1,2,1,3,0,3,0,1,3,1,1,2,1,3,0,2,2,3,2,1,1,1,0,0,0,0,2,2,0,1,3,3,-46.89378323482577,14024
3,1,0,0,0,2,1,3,3,1,1,3,0,2,0,3,2,3,1,1,3,2,1,3,1,1,2,1,3,3,2,0,1,1,0,2,1,3,1,3,0,1,2,1,2,1,2,2,2,0,1,1,3,2,1,3,3,1,2,3,1,0,1,2,0,0,0,0,0,1,3,0,-45.05812795844909,14080
1,0,1,1,0,3,1,2,0,2,0,2,1,1,2,0,2,3,2,0,0,1,0,2,0,3,1,2,3,3,0,2,1,3,3,3,2,2,1,0,2,0,0,3,1,2,3,2,3,3,1,3,1,3,1,0,1,3,2,3,1,0,0,3,1,1,3,3,0,3,0,3,-47.464127356474414,14209
2,1,1,1,0,0,0,1,3,2,2,1,1,3,3,1,3,2,2,0,0,0,3,2,3,0,0,0,0,3,0,0,3,1,0,2,2,3,0,3,2,2,3,3,2,1,3,2,3,1,0,1,2,3,2,0,1,0,1,3,2,3,2,2,3,3,0,1,0,1,3,1,-49.29093549115102,14262
3,0,0,3,2,0,1,3,0,3,1,1,3,2,0,1,0,0,1,0,2,1,0,2,3,0,0,1,3,0,0,1,1,2,0,3,2,0,3,3,2,0,0,2,1,3,2,0,0,1,2,0,0,0,1,0,3,0,1,3,2,1,0,0,2,1,2,3,0,1,1,2,-46.89802819220668,14311
3,3,0,0,0,2,2,3,0,1,1,2,0,0,0,1,1,1,1,3,2,2,3,2,2,0,0,2,2,2,2,3,2,3,3,3,0,1,2,3,1,1,0,1,2,3,2,1,1,1,3,2,1,3,2,1,3,0,0,3,1,0,0,2,1,2,3,1,2,3,1,0,-58.225501198590294,14363
1,1,3,1,1,0,3,3,3,2,0,2,0,2,1,1,1,0,2,2,0,3,3,3,1,1,1,1,2,2,3,1,2,0,1,3,1,1,1,1,1,1,2,3,0,0,3,1,3,2,2,0,1,3,3,3,2,1,2,0,0,1,1,1,3,2,0,3,1,0,3,2,-46.539636466664284,14415
3,0,2,0,0,2,0,0,0,3,2,2,3,2,3,1,1,3,0,0,3,3,3,2,0,3,2,2,2,3,3,2,1,0,3,2,0,0,1,0,1,0,3,2,1,3,0,1,2,0,3,0,1,3,0,0,3,2,1,1,2,2,1,2,1,1,0,3,0,1,3,1,-45.48787576116723,14465
1,3,2,1,1,3,2,1,3,3,0,0,0,1,0,0,2,2,2,3,0,1,2,1,1,1,3,1,1,0,1,3,0,1,1,0,0,1,0,3,3,3,3,3,1,3,2,2,1,1,1,1,3,0,2,0,2,1,3,1,0,2,3,3,0,0,2,3,1,2,0,2,-46.58369807122323,14520
1,3,3,2,2,1,0,0,1,2,0,1,0,0,1,2,3,0,1,0,1,2,3,2,2,1,2,1,0,3,3,2,2,3,3,3,2,1,1,3,1,3,0,3,2,2,1,0,3,3,0,2,2,3,1,3,0,2,3,1,1,0,2,0,0,0,3,2,1,0,1,1,-46.78409379354345,14571
3,0,2,2,1,2,0,3,2,3,0,2,2,0,3,3,0,1,1,2,3,1,1,1,1,1,1,3,2,2,2,0,1,3,0,1,3,2,0,1,1,2,3,0,2,3,3,1,0,0,1,2,1,2,2,3,1,2,1,1,0,0,0,2,1,2,3,0,3,0,1,3,-47.66396454969418,14627
1,3,3,2,1,3,0,0,1,3,3,2,1,0,0,0,2,2,2,3,2,0,1,0,1,0,3,3,2,1,1,1,3,0,3,0,3,0,1,1,3,1,2,0,1,1,1,1,2,0,3,0,3,2,0,2,1,3,1,2,2,2,3,3,0,1,2,3,0,2,3,0,-32.51872952888597,14761
1,2,1,3,2,1,1,2,1,2,3,0,0,1,1,0,1,2,0,0,0,1,3,1,2,2,2,2,1,2,2,2,0,3,1,0,1,1,0,0,0,0,2,2,0,1,3,3,1,0,1,2,3,3,0,1,3,3,3,1,3,3,3,2,1,0,0,2,3,2,3,0,-44.99666650203178,14815
2,1,0,1,3,0,3,3,1,3,3,0,1,0,2,2,2,0,0,0,2,3,1,2,2,2,2,0,1,3,1,3,2,3,3,0,0,2,1,2,2,2,1,0,1,1,2,2,1,2,2,0,0,0,3,0,1,1,1,1,1,1,1,1,3,3,3,1,2,0,2,2,-47.95919090291343,14869
1,3,1,1,0,0,0,2,2,1,3,2,0,2,1,0,3,2,0,3,1,0,1,0,0,0,1,2,3,1,3,3,1,0,1,1,3,2,0,2,3,0,3,3,0,0,3,3,0,0,2,0,0,2,3,0,3,2,1,3,1,2,0,0,1,3,2,2,0,1,0,3,-46.72444861623406,14922
0,1,0,0,2,2,2,0,3,2,1,1,2,3,0,1,3,1,2,0,1,1,2,3,2,0,1,0,2,3,1,3,2,3,0,2,2,2,2,1,0,1,1,0,0,0,3,3,0,3,0,0,0,2,0,2,0,1,3,1,0,0,3,1,2,2,1,2,2,1,2,1,-35.84168398686454,14972
1,3,2,0,0,2,1,0,0,1,1,1,3,1,0,0,0,3,1,3,1,0,3,3,2,3,2,1,3,2,3,0,1,3,0,1,3,2,0,1,1,0,3,0,2,1,1,0,0,2,2,2,0,0,3,0,2,1,2,2,0,2,2,2,2,1,0,1,3,2,1,1,-46.2468373039092,15024
3,1,1,3,1,3,1,2,2,3,3,3,1,1,0,3,0,3,3,3,2,0,3,0,2,1,3,0,2,2,3,3,0,2,1,1,1,1,3,2,1,0,1,2,3,3,1,3,1,3,3,3,2,3,1,0,2,1,0,2,2,3,3,1,1,0,0,3,0,2,3,3,-46.86580862130563,15080
0,3,3,2,2,3,0,3,3,2,3,0,1,1,2,0,1,2,1,0,0,1,3,2,1,2,0,0,0,1,0,3,2,2,1,2,0,1,3,3,1,1,3,3,0,0,0,3,1,0,2,0,2,3,3,1,0,1,2,0,3,3,0,0,2,2,1,2,0,2,2,2,-47.06397521489828,15135
3,0,1,0,0,0,3,1,0,3,0,1,0,3,2,2,2,1,1,2,1,1,3,2,0,3,3,1,3,1,0,3,3,0,0,3,0,1,1,0,2,1,3,0,2,3,2,2,1,3,2,0,0,3,1,1,2,1,1,2,2,2,1,3,0,3,1,3,3,2,3,3,-49.346383511428385,15187
2,1,2,2,0,2,1,1,1,2,3,0,1,3,1,1,0,1,1,1,1,3,1,3,1,1,3,3,2,2,3,3,3,1,3,1,1,1,1,3,3,2,1,1,3,0,1,0,0,3,1,3,3,0,0,3,3,3,0,2,1,1,3,1,3,2,1,1,0,1,2,3,-47.48938750427119,15313
3,3,3,0,3,3,3,3,0,3,0,3,1,0,1,1,3,1,0,2,0,1,3,3,0,1,2,0,2,2,2,3,3,0,2,2,2,2,3,1,3,3,0,2,1,1,0,3,1,1,1,0,3,3,2,2,2,3,1,2,3,2,3,1,2,0,1,2,3,1,3,2,-46.951977280397585,15368
1,1,3,2,3,0,3,0,3,0,1,3,0,3,3,1,0,2,0,3,1,2,2,2,0,2,2,3,3,3,2,3,1,0,2,2,2,1,2,2,3,1,3,3,3,3,0,1,0,0,0,3,0,2,3,0,1,0,3,0,2,3,1,3,0,1,3,1,3,1,3,2,-46.27404052876507,15420
0,2,0,1,3,1,3,1,3,3,0,3,1,3,2,2,2,3,1,2,2,1,1,1,3,3,0,0,1,3,2,1,2,0,3,3,0,1,1,0,1,3,3,3,0,2,2,2,0,0,2,3,0,0,3,3,2,0,3,2,0,1,0,0,2,1,3,0,3,1,0,3,-47.37780910469144,15474
2,1,1,1,0,3,2,2,2,1,2,3,3,3,1,3,3,0,3,2,2,1,0,0,0,2,1,2,0,0,2,0,3,0,3,1,2,3,0,0,3,2,1,2,2,0,0,3,2,0,3,3,2,2,2,1,2,1,0,0,0,1,0,2,2,1,3,2,1,1,2,1,-47.935974810821385,15524
2,3,3,0,2,0,0,3,1,2,1,3,2,3,1,0,1,1,1,3,1,2,0,2,0,3,1,0,0,3,0,2,3,1,1,0,0,0,3,2,1,0,0,1,3,3,1,3,3,2,2,1,1,3,1,1,2,0,0,3,3,3,3,0,1,3,2,3,3,2,0,2,-47.06406808903468,15577
1,0,1,2,1,1,0,2,3,2,3,2,1,2,0,1,0,0,3,2,3,0,1,1,2,3,0,3,3,3,0,2,2,2,2,0,0,2,0,0,0,1,2,0,0,3,1,3,1,0,3,3,3,2,2,3,0,0,3,1,3,1,2,1,0,3,0,3,1,2,1,1,-46.50516898684647,15629
