x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,value,Timestamp
0,1,1,0,0,1,2,2,3,2,3,3,0,3,3,2,3,2,0,2,2,0,2,1,-0.19724526910371842,7845
0,3,3,1,0,0,2,2,0,0,3,1,1,2,3,3,3,2,0,3,1,1,3,3,-0.12298385302351345,7862
1,3,1,2,2,2,1,2,0,3,1,1,0,2,1,3,1,3,2,0,2,3,1,0,-0.19044246030381418,7878
2,2,3,1,1,2,2,2,1,3,0,1,0,2,0,0,0,1,3,0,1,3,2,3,-0.172181498894881,7894
1,2,2,2,3,1,2,0,0,1,3,2,0,0,2,3,3,3,3,1,0,1,3,1,-0.22137914476624865,7911
2,0,2,0,3,2,3,2,1,0,1,2,2,0,1,2,0,0,0,0,0,2,0,2,-0.3276081896748093,7927
1,1,1,0,2,2,3,0,3,1,2,1,3,3,2,2,0,3,3,2,3,2,0,1,-0.37680583554617686,7943
3,3,2,2,3,0,2,1,1,2,0,1,2,3,3,1,3,2,1,0,2,1,3,3,-0.3276081896748093,7960
1,0,0,1,2,2,2,0,2,1,0,0,2,3,3,2,1,0,3,0,3,3,2,0,-0.3276081896748093,7976
3,2,3,2,1,1,2,1,2,0,2,2,2,3,3,0,3,1,2,0,2,1,1,0,-0.4579711102459002,7994
3,0,3,1,2,1,2,0,3,2,3,3,2,1,3,0,3,2,0,3,2,1,0,2,-0.3276081896748093,8011
2,2,3,1,3,0,0,0,2,0,3,2,3,2,2,0,3,3,0,0,3,3,2,0,-0.46477391904580445,8026
3,0,2,0,1,0,2,0,1,2,1,0,0,1,0,3,1,2,2,1,2,3,2,1,-0.3276081896748093,8042
1,3,2,3,1,1,0,3,0,0,2,3,1,0,2,1,0,2,3,3,3,2,3,1,-0.19724526910371842,8059
1,3,2,3,1,0,2,2,1,3,0,0,2,2,1,0,2,0,1,3,1,1,0,2,-0.4579711102459002,8074
3,3,2,0,3,3,0,1,2,2,2,3,2,0,1,3,2,2,0,1,1,0,0,1,-0.1218099189210623,8097
2,1,3,1,0,2,0,1,0,2,1,2,3,0,0,0,3,3,2,2,1,0,1,2,-0.3276081896748093,8113
2,0,1,0,3,0,3,1,3,2,0,2,1,1,2,3,1,3,3,2,0,2,1,0,-0.7013658845254561,8128
0,1,1,1,2,2,0,3,2,3,0,2,2,3,3,3,3,3,1,1,0,2,2,3,-0.4579711102459002,8146
3,3,1,3,1,2,3,3,3,0,3,1,3,0,2,2,3,2,1,1,2,3,1,0,-0.5334064604285563,8163
2,0,1,2,2,2,3,2,3,0,3,0,0,0,0,1,0,1,2,2,0,3,0,3,-0.3276081896748093,8177
1,3,1,2,2,1,3,0,0,3,0,3,1,3,0,2,2,0,1,3,0,1,1,2,-0.37680583554617686,8194
3,1,1,2,1,0,2,0,3,3,3,0,1,2,2,0,2,2,2,3,2,2,3,0,-0.46477391904580445,8211
2,3,3,2,1,3,0,2,1,1,3,2,1,3,0,3,0,0,3,3,3,3,2,1,-0.3276081896748093,8229
3,1,0,3,2,1,3,0,2,0,1,0,0,1,2,2,1,1,0,2,1,0,0,1,-0.172181498894881,8244
2,0,2,1,0,0,3,0,0,2,3,0,0,3,2,3,3,3,3,3,0,2,0,1,-0.22137914476624854,8258
2,3,1,3,3,3,3,0,3,0,0,2,0,3,2,2,2,1,2,1,0,3,0,2,-0.4908758764104527,8274
2,2,1,3,0,2,0,3,3,1,1,3,3,0,3,0,2,2,1,2,2,1,0,0,-0.16630858464128406,8290
2,3,0,0,3,1,1,1,3,0,3,1,1,1,2,2,3,2,3,0,2,0,1,0,-0.3276081896748093,8305
3,3,1,1,3,0,3,1,2,3,0,1,3,3,1,3,1,0,0,1,1,2,3,1,-0.43383723458337003,8322
3,0,2,1,3,0,1,3,3,2,3,2,0,0,1,2,3,2,1,1,2,3,1,3,-0.3276081896748093,8340
3,2,1,1,2,2,1,1,0,0,2,1,3,1,1,0,2,0,0,3,0,1,1,0,-0.19724526910371842,8356
0,1,3,2,1,2,0,1,1,1,2,3,2,2,3,2,1,0,1,0,3,3,0,3,-0.3276081896748093,8373
3,2,3,2,3,0,2,0,2,1,1,2,3,3,1,1,2,2,3,1,3,2,0,1,-0.19044246030381418,8461
1,0,2,1,0,3,0,0,1,0,3,2,3,3,1,2,0,3,3,0,2,3,0,3,-0.3276081896748093,8476
3,3,1,0,3,3,2,0,1,2,2,2,1,3,2,1,2,1,1,2,3,1,0,0,-0.4260034814175444,8493
2,2,0,2,0,3,2,2,2,0,1,0,2,2,0,1,1,2,1,3,1,0,3,0,-0.3034743140122791,8508
0,3,3,0,3,0,3,3,2,1,2,0,2,2,1,0,1,0,2,1,0,3,2,0,-0.3276081896748093,8524
2,3,2,2,0,1,0,1,3,0,3,2,0,1,3,3,3,3,3,2,1,3,3,3,-0.43383723458337003,8541
1,3,0,2,0,1,3,0,1,0,2,0,2,3,2,0,3,0,0,0,1,3,1,3,-0.3276081896748093,8558
2,3,3,2,2,1,2,0,1,2,1,1,3,0,1,0,2,0,1,0,1,1,2,0,-0.19724526910371842,8573
1,3,2,0,1,3,0,0,1,0,0,1,1,2,0,0,2,2,1,2,1,3,3,0,-0.5322325263261051,8587
2,1,0,0,0,1,0,2,0,3,1,0,2,0,0,3,1,2,2,1,1,0,2,0,-0.27841054380344177,8601
0,3,0,3,0,2,0,2,1,0,0,1,3,0,0,0,3,0,0,1,2,0,2,0,-0.19044246030381418,8616
0,2,1,0,0,3,0,3,0,2,2,1,3,3,1,3,3,1,1,2,1,2,1,0,-0.46477391904580445,8631
1,2,0,1,0,1,0,3,0,2,1,1,0,1,1,2,3,1,1,3,3,2,1,2,-0.3276081896748093,8647
3,1,1,0,1,2,0,0,1,0,2,3,3,3,3,2,0,2,0,2,2,1,0,0,-0.3276081896748093,8664
0,2,3,2,3,0,3,0,0,0,0,2,0,2,1,1,0,2,2,0,1,2,2,0,-0.5788439599100802,10501
3,0,1,3,3,0,3,2,3,3,0,2,0,3,3,3,2,2,2,2,1,3,3,0,-0.3276081896748093,11552
3,1,0,0,0,1,3,0,0,2,1,3,0,2,3,1,3,2,3,1,0,3,3,3,-0.2202052106637974,12525
0,2,2,2,0,0,3,0,0,3,3,3,1,1,3,3,0,1,2,0,3,1,3,0,-0.46477391904580434,13546
0,2,0,2,1,3,2,3,1,1,0,1,1,0,1,3,3,2,0,3,0,3,2,1,-0.3276081896748093,14514
0,2,2,2,0,1,3,0,0,3,2,3,0,2,3,2,0,1,3,1,2,3,3,0,-0.9059902211767518,15504
0,0,3,2,0,2,3,0,0,0,0,1,0,3,3,1,3,2,3,0,1,3,2,0,-0.19724526910371842,16473
1,1,1,2,0,3,3,2,1,3,0,2,0,2,3,0,0,0,0,0,3,1,3,0,-0.4579711102459002,17521
0,2,3,2,0,0,3,0,0,2,2,3,0,1,2,2,2,1,3,0,3,3,0,0,-0.1904424603038143,18539
0,1,1,2,0,3,3,0,0,3,0,3,0,3,3,1,0,1,3,0,2,3,3,0,-0.46477391904580434,19525
0,2,2,2,0,1,3,0,0,3,2,3,0,2,0,2,0,1,3,1,2,3,3,0,-0.9059902211767518,20549
0,0,2,2,0,1,3,2,0,3,3,3,0,2,0,0,0,2,3,3,0,3,3,0,-0.8373576797939999,21537
0,1,3,2,0,1,2,3,0,3,2,3,0,2,3,3,0,2,3,1,0,3,3,0,-0.46477391904580434,22481
0,2,2,2,0,2,3,0,2,3,0,3,0,2,3,2,2,2,3,2,0,3,3,0,-0.46477391904580434,23478
1,3,0,2,0,1,3,2,0,3,3,3,0,1,0,0,0,2,3,1,3,3,0,0,-0.4579711102459002,24508
2,0,2,2,2,0,3,0,2,3,0,3,0,0,1,2,0,0,3,1,1,3,3,0,-0.7505635303968236,25549
2,3,2,2,0,1,3,0,0,2,1,3,0,2,2,2,0,0,3,1,3,3,3,0,-0.32080538087490507,26600
0,0,3,2,2,1,3,1,0,3,3,3,0,2,0,1,0,0,3,1,3,2,3,3,-0.46477391904580434,27626
0,2,2,3,0,1,3,2,1,2,1,2,0,0,2,1,0,1,3,2,2,3,3,0,-0.3276081896748093,28622
0,3,2,3,2,1,3,1,0,3,2,3,0,1,1,2,0,2,3,1,1,3,3,0,-0.46477391904580434,29697
0,2,2,2,0,0,3,0,0,3,0,3,0,2,3,0,0,0,3,3,2,3,0,0,-0.7505635303968236,30755
3,2,3,2,0,1,3,0,0,3,3,3,0,2,0,0,0,1,3,3,0,3,3,0,-0.08421341539525351,31787
1,1,0,0,2,0,0,2,1,0,3,1,3,1,0,0,2,2,3,1,3,2,3,0,-0.4579711102459002,31885
0,2,2,2,0,1,3,0,0,3,2,3,0,2,3,2,0,1,3,3,2,3,3,0,-0.33441099847471334,32912
3,0,0,2,1,1,3,3,2,1,0,3,3,3,3,3,0,1,1,0,3,1,0,2,-0.27841054380344177,33020
0,2,3,2,0,1,3,0,0,3,2,3,0,2,1,2,0,1,3,1,2,3,3,0,-0.6202006098257327,34016
0,2,2,2,0,1,3,0,0,3,1,3,0,2,0,2,0,1,3,1,0,3,3,0,-0.7458717930355673,35042
0,2,2,2,0,1,3,1,2,3,2,3,0,2,3,2,0,1,3,1,2,3,3,0,-0.32080538087490507,36140
0,2,2,2,1,1,3,0,0,3,2,3,0,2,1,2,0,1,3,1,2,3,3,0,-0.9059902211767518,37394
0,0,2,2,0,0,3,0,0,3,3,3,0,2,3,1,0,2,3,1,2,3,0,1,-0.46477391904580434,38724
0,2,2,2,1,1,3,0,0,3,2,3,0,2,2,2,1,1,3,1,2,3,0,0,-0.6133978010258284,40014
2,2,0,0,1,2,2,2,0,2,2,1,1,2,1,3,3,1,0,2,3,2,1,0,-0.46477391904580445,40150
0,2,2,2,0,1,3,0,0,3,2,3,0,2,0,0,0,1,3,1,2,3,3,0,-0.33441099847471334,41496
1,2,2,2,0,1,3,0,0,3,1,3,0,2,3,2,0,1,3,1,2,3,3,0,-0.4579711102459002,42977
0,2,2,2,1,1,3,0,0,3,2,3,0,2,0,2,0,1,3,1,2,0,3,0,-0.9059902211767518,44418
0,2,2,2,1,1,3,0,0,3,2,3,0,2,0,2,0,1,3,1,2,3,3,1,-0.9059902211767518,45789
0,0,2,0,1,0,3,0,0,3,1,3,0,2,3,2,0,1,3,0,2,3,3,3,-0.309347228265876,47161
0,3,2,2,0,1,3,0,0,3,2,3,0,2,3,2,0,1,3,1,2,3,3,0,-0.7505635303968236,48490
0,2,2,1,2,1,3,0,0,3,2,3,0,2,0,2,0,1,3,1,2,0,3,0,-0.6202006098257327,49829
0,3,1,2,2,2,1,1,0,2,1,0,2,1,1,1,0,0,0,0,1,0,0,1,-0.46477391904580434,49957
1,2,2,3,3,2,0,0,0,0,2,0,0,1,0,0,2,2,2,1,0,0,2,2,-0.581666968963727,50119
0,2,2,2,1,1,3,0,0,3,3,3,0,2,1,2,0,1,3,1,2,3,3,0,-0.9059902211767518,51436
0,2,2,2,1,1,3,0,0,3,2,3,0,2,0,3,0,1,3,1,2,3,3,1,-0.6202006098257327,52811
0,0,2,2,1,1,3,0,1,3,3,3,0,2,1,2,0,1,3,1,2,3,3,0,-0.302544419465972,54130
0,2,2,2,1,1,3,0,0,3,2,3,1,2,0,2,0,1,3,2,2,0,3,0,-0.6202006098257327,55381
0,2,2,2,1,1,3,0,0,3,3,3,0,2,1,2,0,1,3,0,2,3,3,0,-0.6202006098257327,56727
0,2,2,2,1,0,3,0,0,3,2,3,0,2,2,2,0,1,3,1,3,3,3,0,-0.9059902211767518,57978
0,2,2,0,1,1,3,0,0,3,2,3,0,2,1,2,0,1,3,1,2,0,3,0,-0.33441099847471334,59225
0,2,0,2,1,1,3,0,0,3,2,3,0,2,0,2,0,1,3,1,2,3,3,0,-0.33441099847471334,60532
0,2,2,2,1,0,3,0,0,3,2,0,0,3,1,2,0,1,3,1,2,3,3,0,-0.46477391904580434,61796
0,2,2,2,1,1,3,0,0,3,2,3,0,2,1,2,0,1,3,1,2,0,3,3,-0.9059902211767518,62978
0,2,2,2,1,1,3,1,0,3,2,3,0,2,1,2,0,1,3,1,2,0,3,3,-0.9059902211767518,64249
0,3,2,1,1,1,3,1,0,3,3,3,0,2,0,2,0,1,3,1,2,0,3,3,-0.30150623231016094,65471
0,0,2,2,0,1,3,0,0,3,2,3,0,2,3,2,0,1,3,1,2,3,3,3,-0.5951368396168953,66688
0,2,2,2,2,1,3,1,0,3,2,3,0,2,2,2,0,1,3,1,2,0,3,3,-0.9059902211767518,67917
0,2,2,2,0,1,0,0,0,3,0,3,0,2,1,2,0,1,3,1,2,0,3,2,-0.9059902211767518,69262
0,2,2,2,1,3,1,0,0,3,2,3,0,2,0,2,0,1,3,1,2,3,3,0,-0.9059902211767518,70618
0,2,2,2,1,0,0,0,0,3,2,3,0,2,2,2,0,1,3,1,3,3,2,2,-0.9059902211767518,71987
0,2,2,2,0,1,0,0,0,3,3,3,0,3,1,2,0,0,2,1,0,0,3,1,-0.7505635303968236,73382
0,2,2,3,1,1,3,1,0,3,2,3,0,2,1,2,0,1,3,1,2,0,3,3,-0.6202006098257327,74988
0,2,2,2,1,1,0,1,0,3,0,3,0,2,3,2,0,1,3,1,2,3,3,1,-0.9059902211767518,76278
0,2,2,2,2,3,1,0,0,3,0,3,0,0,2,2,0,1,3,1,2,0,2,0,-0.5951368396168953,77581
1,3,1,3,0,1,3,1,1,0,0,2,2,1,3,1,3,1,2,2,3,3,3,3,-0.3276081896748093,77723
0,2,2,2,0,1,3,1,0,3,1,3,0,2,0,2,0,1,3,1,2,3,3,0,-0.7458717930355673,79061
0,2,2,2,1,1,3,0,0,3,3,3,0,2,2,2,0,1,3,1,2,0,3,3,-0.7458717930355673,80629
0,2,2,2,2,1,3,1,0,3,2,3,0,2,1,2,0,2,3,1,2,0,3,1,-0.7505635303968236,82378
0,3,2,2,1,1,0,0,0,3,2,3,0,2,0,2,0,1,0,1,2,0,3,2,-0.7505635303968236,84189
0,2,2,2,1,1,0,0,0,3,2,3,0,2,1,2,1,1,3,1,2,0,3,3,-0.6133978010258284,85831
0,2,2,2,1,1,3,0,0,3,2,3,0,2,0,2,0,0,3,1,2,2,3,0,-0.7505635303968236,87154
0,2,2,2,1,0,3,0,0,3,2,3,0,2,0,2,0,1,2,1,2,3,2,0,-0.7505635303968236,88512
1,0,3,2,0,2,3,0,0,3,0,3,0,0,3,0,0,3,0,3,1,0,0,0,-0.3276081896748093,89916
0,2,2,2,0,0,3,0,0,3,1,3,0,2,3,2,0,1,3,1,2,3,3,0,-0.9059902211767518,91238
0,2,0,0,1,3,0,1,3,2,1,2,2,0,0,3,2,3,1,3,2,3,2,2,-0.43383723458337,92452
0,2,2,2,1,1,0,0,0,3,2,3,0,2,1,2,0,1,3,2,2,2,3,1,-0.6202006098257327,93814
3,1,3,0,0,0,2,0,1,1,1,0,3,1,3,0,1,2,3,3,3,0,1,0,-0.19724526910371842,93955
0,2,2,2,1,0,3,0,0,3,0,3,0,2,2,2,0,1,3,1,3,3,0,2,-0.9059902211767518,95219
0,2,2,2,1,0,3,1,0,3,3,3,2,2,1,2,0,1,3,1,3,3,3,0,-0.9059902211767518,96622
0,2,2,2,0,0,3,1,0,3,2,3,0,2,2,2,0,1,3,1,2,1,3,2,-0.9059902211767518,98092
0,2,2,2,1,0,3,0,0,3,0,3,0,2,0,1,0,1,3,1,3,3,3,0,-0.6202006098257327,99489
0,2,2,2,0,0,3,3,0,3,1,3,0,2,3,2,0,1,3,1,2,3,3,0,-0.9059902211767518,100836
0,2,3,2,1,0,3,0,0,3,2,3,0,2,2,2,0,1,3,1,3,3,3,0,-0.6202006098257327,102235
0,2,2,2,2,1,3,0,0,3,0,3,1,2,0,2,0,1,3,1,2,2,3,3,-0.9059902211767518,103661
0,2,2,2,0,1,3,0,0,3,2,3,0,3,3,2,0,1,3,1,2,3,3,0,-0.7505635303968236,105465
3,0,2,0,0,1,3,1,3,2,1,1,0,3,3,1,2,2,0,0,2,1,0,2,-0.3276081896748093,105654
0,1,2,2,0,3,0,2,0,3,0,3,3,2,0,0,0,0,2,3,0,1,1,1,-0.7505635303968236,107304
0,2,2,2,2,0,1,2,0,3,0,3,0,3,1,3,0,0,0,1,1,3,0,3,-0.309347228265876,108784
0,2,2,2,0,1,0,1,0,3,2,3,2,2,1,2,0,1,2,1,2,3,3,0,-0.7505635303968236,110167
0,2,2,2,1,0,3,0,0,3,1,3,0,2,3,2,0,0,3,1,2,3,0,0,-0.7505635303968236,111631
0,0,0,1,3,3,2,1,0,3,0,2,3,0,3,2,0,3,1,2,1,0,0,0,-0.6202006098257327,113049
0,2,2,2,0,1,3,0,0,3,2,3,0,2,1,2,0,1,3,1,2,0,3,0,-0.9059902211767518,114359
0,2,2,2,0,1,3,0,0,3,2,3,0,2,0,2,0,1,3,1,2,0,0,0,-0.9059902211767518,115603
0,3,2,2,1,0,3,0,0,3,0,3,0,2,0,2,0,1,3,1,3,0,3,2,-0.7505635303968236,116839
0,2,2,2,0,2,3,0,0,3,2,3,0,2,0,2,0,1,3,1,2,3,3,0,-0.9059902211767518,118046
0,2,2,2,1,1,3,0,0,3,2,3,0,2,1,2,0,1,3,1,1,0,3,2,-0.9059902211767518,119357
0,2,2,2,2,1,3,0,0,3,2,3,0,2,1,2,0,1,3,1,1,1,3,0,-0.9059902211767518,120749
0,0,0,2,3,2,1,0,2,2,1,1,3,0,0,3,2,2,0,3,0,1,2,3,-0.22818195356615273,122064
0,0,0,1,2,3,2,3,2,2,0,0,2,1,0,3,3,1,1,3,1,3,0,1,-0.4579711102459002,123318
0,1,2,2,1,1,3,0,0,3,2,3,0,2,1,2,0,1,3,1,2,0,3,0,-0.7505635303968236,124532
0,1,2,2,1,2,3,0,0,3,0,3,0,2,0,2,0,1,3,1,2,3,3,0,-0.7505635303968236,125808
0,2,2,2,1,3,3,0,0,3,2,3,0,2,0,2,0,1,3,1,3,3,3,0,-0.9059902211767518,126958
0,2,2,2,1,1,3,1,0,3,2,3,0,2,1,2,0,1,3,1,3,0,0,2,-0.9059902211767518,127955
0,2,1,2,0,1,3,0,0,3,2,3,0,2,3,2,0,1,3,1,2,3,3,0,-0.6202006098257327,128915
0,2,2,2,0,0,3,0,0,3,3,3,0,2,3,2,0,1,3,1,2,3,3,0,-0.9059902211767518,129947
0,3,2,3,0,1,2,2,0,3,0,3,2,2,3,0,0,0,0,3,2,2,3,0,-0.46477391904580434,131057
0,2,2,2,1,3,3,1,0,3,2,2,2,2,1,2,0,1,3,1,2,3,3,1,-0.6202006098257327,132096
3,3,3,0,3,0,0,0,1,2,0,1,2,3,0,0,0,0,0,0,3,0,3,3,-0.37680583554617686,133084
0,0,0,2,0,2,2,0,0,3,1,1,2,2,1,0,0,3,0,3,0,1,0,3,-0.7505635303968236,134079
0,2,2,2,1,0,3,2,0,3,3,3,0,2,1,2,0,1,3,1,2,0,3,0,-0.9059902211767518,135155
0,2,2,2,0,0,0,0,0,3,1,3,1,2,1,2,0,1,3,1,3,3,3,0,-0.9059902211767518,136196
1,0,1,0,1,1,3,2,0,2,1,2,3,3,1,0,0,3,1,0,1,1,0,2,-0.46477391904580445,136328
0,0,2,3,3,1,1,0,0,3,3,3,2,0,3,0,0,2,3,3,0,1,3,0,-0.46477391904580434,137428
0,2,2,2,1,1,3,0,0,0,2,3,1,2,0,2,0,1,3,1,2,0,3,2,-0.7505635303968236,138543
0,2,2,2,1,1,3,0,0,2,0,3,0,2,0,2,0,1,3,1,2,0,3,3,-0.7505635303968236,139657
0,2,2,2,3,3,2,0,0,0,0,3,2,2,1,2,0,1,3,1,1,3,0,2,-0.7505635303968236,140862
0,2,2,2,0,1,0,0,0,3,3,3,0,2,0,2,0,1,3,1,2,3,3,0,-1.0661086493179361,141918
0,2,2,2,1,1,0,1,0,3,3,3,0,2,0,2,0,1,3,1,2,0,3,0,-1.0661086493179361,142960
0,2,2,2,1,1,0,0,0,3,3,3,0,3,0,2,0,1,3,1,2,0,3,0,-0.8373576797939999,143960
0,2,2,2,0,1,0,1,0,3,3,3,0,2,0,2,0,2,3,1,2,3,3,0,-0.8373576797939999,145086
0,2,2,2,0,1,0,1,0,3,3,3,0,2,0,2,0,1,3,1,2,0,3,0,-1.0661086493179361,146156
0,2,2,2,0,1,0,1,0,3,3,3,0,2,0,2,0,1,3,1,2,3,3,0,-1.0661086493179361,147171
0,2,2,2,0,0,0,0,0,0,3,3,0,2,0,2,0,1,3,1,3,0,3,0,-0.8373576797939999,148246
0,2,2,2,1,1,0,2,0,3,3,3,0,2,0,2,0,1,3,1,2,0,3,0,-1.0661086493179361,149219
0,0,2,2,1,1,0,1,0,3,3,3,0,2,0,2,0,1,3,1,2,0,3,0,-0.5816669689637272,150259
0,2,2,2,0,1,0,2,0,0,3,3,0,2,0,2,0,1,3,1,2,0,3,0,-0.8373576797939999,151352
0,3,2,2,1,1,0,2,0,3,3,3,0,2,0,2,0,1,3,1,2,0,3,0,-0.8238878091408318,152420
0,1,0,2,1,0,2,0,0,1,2,3,0,1,0,1,3,2,0,2,2,1,1,1,-0.3276081896748093,152539
0,2,2,3,1,1,0,1,0,2,3,3,0,2,0,2,0,1,3,1,2,0,3,0,-0.571002963954365,153692
0,2,2,2,0,1,0,2,0,3,3,3,0,2,0,2,0,1,3,0,2,0,3,0,-0.8373576797939999,154744
0,2,2,2,0,1,0,1,0,3,3,3,0,2,0,3,0,1,3,1,2,0,3,0,-0.56316196799865,155837
0,2,2,2,0,1,0,1,0,2,3,3,0,2,0,2,0,0,3,1,2,3,3,0,-1.0661086493179361,156886
0,2,2,2,1,0,0,2,0,3,3,3,0,0,0,2,0,1,3,1,3,0,0,0,-0.6086067102700634,157961
2,0,2,3,2,1,1,1,3,3,1,0,1,0,1,2,1,3,3,0,3,2,1,0,-0.425996238627655,158079
0,2,2,2,1,1,0,1,0,2,3,3,0,2,3,2,0,0,3,1,3,3,3,0,-0.8238878091408318,159155
0,2,2,2,0,2,0,1,0,2,3,3,0,2,0,2,0,0,3,1,0,0,3,0,-1.0661086493179361,160290
1,3,2,0,0,3,0,1,3,2,2,0,0,0,3,2,3,1,1,2,1,2,0,0,-0.3276081896748093,160413
0,2,2,2,0,2,0,1,0,2,3,3,1,2,0,2,0,0,3,1,0,2,3,0,-1.0661086493179361,161505
0,2,2,2,0,1,0,1,0,2,3,3,0,2,0,2,0,0,2,1,2,3,3,2,-0.8238878091408318,162523
0,2,1,2,0,2,0,2,0,2,3,3,3,2,0,2,0,2,3,1,0,1,0,3,-0.053320367274840075,163553
0,2,2,2,0,2,0,1,0,2,3,3,3,2,0,2,0,0,3,1,0,2,3,0,-1.0661086493179361,164588
0,2,2,2,0,2,0,1,0,0,3,3,0,2,0,2,0,0,3,1,1,3,2,3,-0.6086067102700634,165667
0,2,2,2,0,2,0,1,0,2,3,3,3,2,0,2,0,2,3,1,0,0,3,0,-0.6086067102700634,166699
0,2,2,2,0,2,0,1,0,2,3,3,1,3,0,2,0,0,3,1,0,2,3,0,-1.0661086493179361,167736
0,2,2,2,0,2,0,1,0,2,3,3,3,2,0,2,0,0,3,1,1,0,3,0,-1.0661086493179361,168795
0,2,2,2,0,2,0,1,0,2,3,3,1,2,0,2,0,0,3,1,0,2,0,0,-1.0661086493179361,169846
1,2,0,3,1,1,3,2,1,1,3,1,2,3,0,1,0,3,2,0,0,1,2,3,-0.3276081896748093,169977
0,2,2,2,0,2,0,1,0,2,3,3,0,2,0,2,0,0,3,1,0,0,3,1,-1.0661086493179361,171064
2,3,1,1,0,0,1,0,2,2,0,0,2,3,1,1,3,2,3,0,0,0,1,0,-0.3276081896748093,171192
2,1,2,0,2,3,3,3,1,0,0,0,0,1,2,1,1,2,2,3,0,0,3,1,-0.30934722826587613,171312
0,2,3,2,0,3,0,1,0,2,3,3,0,2,0,2,0,0,3,1,0,0,0,0,-0.8373576797939999,172369
0,2,2,2,0,2,0,1,0,2,3,3,3,2,0,2,0,0,3,1,0,2,3,2,-1.0661086493179361,173472
2,1,1,2,0,2,1,2,3,0,0,3,2,0,1,1,2,3,2,2,1,1,0,3,-0.3276081896748093,173606
0,2,2,2,0,0,0,1,0,2,3,3,2,3,0,2,0,0,3,0,0,1,1,0,-0.8373576797939999,174732
0,3,2,2,0,2,0,1,0,1,3,3,1,3,0,2,0,0,3,3,0,3,3,0,-0.17898430769478513,175858
0,3,2,2,0,2,0,1,0,1,3,3,1,3,0,2,0,0,3,1,0,2,3,0,-0.7505635303968236,176985
0,0,2,3,0,2,2,0,0,1,0,0,3,3,2,3,0,2,0,2,1,3,0,2,-0.309347228265876,177112
0,2,3,2,0,2,0,1,0,2,3,3,3,2,0,2,0,0,3,1,0,2,3,0,-0.8373576797939999,178286
0,2,2,2,0,2,0,1,0,3,3,3,0,2,0,2,0,1,3,1,1,0,0,0,-1.0661086493179361,179368
0,2,2,2,0,3,0,0,0,3,3,2,3,2,0,2,0,1,3,1,2,0,3,0,-0.56316196799865,180428
0,2,2,2,0,2,0,1,0,2,3,3,1,3,1,2,0,1,2,1,0,2,3,0,-0.7505635303968236,181478
0,2,2,2,0,2,0,1,0,2,3,3,1,3,0,2,0,0,3,1,2,3,3,0,-1.0661086493179361,182701
0,2,2,2,0,3,0,1,0,3,3,3,0,2,0,2,0,1,3,1,2,0,3,0,-1.0661086493179361,184034
0,2,2,2,0,2,0,1,0,2,3,3,1,0,0,2,0,1,3,1,0,2,3,0,-0.8373576797939999,185537
2,1,1,3,1,2,2,0,1,1,2,1,1,1,3,2,1,2,2,1,1,0,3,1,-0.3276081896748093,185703
0,2,2,2,0,2,0,2,0,3,3,3,0,2,0,2,0,0,3,1,0,3,2,3,-0.8373576797939999,186900
0,0,2,3,0,2,0,1,0,2,3,3,1,2,0,2,0,0,3,1,0,2,3,0,-0.12195290865759195,188288
0,1,2,2,0,2,0,1,0,2,3,3,1,2,0,2,0,1,3,1,0,2,3,0,-0.7505635303968236,189612
0,2,2,2,0,2,0,1,0,2,3,3,1,2,0,1,0,0,3,1,0,2,3,0,-0.8075949294340168,190871
0,3,2,2,0,1,0,1,0,2,3,3,0,2,0,2,0,0,3,1,0,0,0,3,-0.9059902211767518,192121
0,3,2,2,0,1,0,1,0,2,3,3,0,2,0,2,0,0,3,1,2,3,3,0,-0.9059902211767518,193284
0,2,2,2,1,2,0,1,0,2,3,3,3,2,0,2,0,0,3,1,0,2,3,0,-1.0661086493179361,194524
0,2,2,2,0,2,0,1,0,3,3,3,1,1,0,2,0,0,3,1,0,2,3,0,-0.8373576797939999,195703
0,2,2,2,0,2,0,1,1,2,3,3,0,2,0,2,0,0,3,1,0,0,3,0,-0.8075949294340168,196947
0,2,2,2,0,2,0,1,0,3,3,3,3,2,0,2,0,1,3,1,2,0,3,0,-1.0661086493179361,198160
0,2,2,2,0,2,0,1,0,2,3,3,3,2,0,2,0,0,3,1,0,0,3,0,-1.0661086493179361,199406
0,2,2,2,1,3,0,1,0,3,3,3,3,2,0,2,0,1,3,1,3,0,3,0,-1.0661086493179361,200808
0,2,2,2,0,3,0,1,0,3,3,3,1,2,0,2,0,1,3,1,2,0,3,0,-1.0661086493179361,202104
0,3,2,3,3,3,1,1,2,1,1,3,1,0,1,2,0,3,1,3,1,1,1,3,-0.1904424603038143,202275
0,2,2,2,0,0,0,1,0,2,3,3,3,2,0,2,0,0,3,1,0,0,3,0,-1.0661086493179361,203594
0,2,2,2,0,1,0,2,0,3,3,3,3,2,0,1,0,1,3,1,2,0,3,0,-0.56316196799865,204992
0,3,2,2,0,2,0,1,0,2,3,3,1,2,0,2,0,0,3,1,0,2,3,0,-0.9059902211767518,206270
0,2,2,2,0,0,0,1,0,3,3,3,3,2,0,2,0,1,3,1,2,0,0,0,-1.0661086493179361,207530
